NO,의원명,업무구분,대표전화,주소,평일 진료,토요일 진료,일요일 진료,공휴일 진료,위도,경도
12457,올림픽정형외과의원,의원,02-448-8817,서울특별시 송파구 중대로 68,09:00~19:00,09:00~15:00,-,-,37.4915798,127.1164089
12557,윤비뇨기과의원,의원,02-431-4222,서울특별시 송파구 중대로 68,09:00~18:30,09:00~13:00,-,-,37.4915798,127.1164089
13914,정장현안과의원,의원,02-400-7672,"서울특별시 송파구 중대로 68 (문정동, 훼밀리샤르망 302호)",10:00~18:00,10:00~13:00,-,-,37.4915798,127.1164089
16527,전현수정신건강의학과의원,의원,02-400-2911,"서울특별시 송파구 중대로 68, 401호 (문정동, 훼미리 샤르망)",09:00~18:00,09:00~14:00,-,-,37.4915798,127.1164089
4458,연세드림치과의원,치과,02-558-2755,"서울특별시 송파구 중대로 68, 훼미리 샤르망 (문정동)",09:30~18:30,09:30~13:00,-,-,37.4915798,127.1164089
4532,서울본치과의원,치과,02-403-3835,서울특별시 송파구 중대로 68,09:30~18:30,09:30~14:00,-,-,37.4915798,127.1164089
6200,라임치과교정과치과의원,치과,02-402-3428,"서울특별시 송파구 중대로 68, 501,502호 (문정동, 훼밀리샤르망)",10:30~18:30,10:00~16:00,-,-,37.4915798,127.1164089
13935,수치과의원,치과,02-431-3521,"서울특별시 송파구 중대로 68 (문정동, 훼밀리샤르망 505호)",09:30~18:00,09:00~12:00,-,-,37.4915798,127.1164089
297,훼밀리한의원,한의원,02-449-6200,"서울특별시 송파구 중대로 68, 6층 (문정동, 훼미리 샤르망)",09:30~18:00,09:30~13:00,-,-,37.4915798,127.1164089
315,김인중한의원,한의원,02-443-7510,"서울특별시 송파구 중대로 68, 3층 305,306호 (문정동, 훼미리샤르망빌딩)",09:00~18:00,09:00~16:00,-,09:00~16:00,37.4915798,127.1164089
440,코아한의원,한의원,02-402-1077,"서울특별시 송파구 중대로 68 (문정동, 훼미리 샤르망상가 304호)",09:30~21:00,09:30~16:00,-,09:30~16:00,37.4915798,127.1164089
2098,감초당한의원,한의원,02-2619-6114,"서울특별시 구로구 개봉로17길 7, 2층 (개봉동)",09:00~19:00,09:30~16:00,-,-,37.4915816,126.8553711
3502,의료법인명경의료재단메디플라워헬스케어의원,의원,02-3475-7100,"서울특별시 서초구 서초중앙로 110, 3,4층,지하1층 (서초동, 서초동롯데캐슬메디치)",07:30~16:30,07:30~13:30,-,-,37.4915974,127.014517
9274,메디플라워산부인과의원,의원,02-548-9400,"서울특별시 서초구 서초중앙로 110 (서초동, 서초동롯데캐슬메디치)",09:00~18:00,09:00~15:00,-,-,37.4915974,127.014517
6977,의료법인명경의료재단꽃마을치과의원,치과,02-3475-7110,"서울특별시 서초구 서초중앙로 110, 401호 (서초동, 롯데케슬메디치)",08:00~17:00,08:00~14:00,-,-,37.4915974,127.014517
2701,의료법인명경의료재단꽃마을한방의원,한의원,02-3475-7023,"서울특별시 서초구 서초중앙로 110, 4,5층 (서초동, 롯데캐슬메디치빌딩)",09:00~18:00,09:00~16:00,-,-,37.4915974,127.014517
7797,이재성치과의원,치과,02-854-2065,"서울특별시 구로구 구로중앙로 14, (구로동)",10:00~18:00,10:00~14:00,-,-,37.4916046,126.8923114
14507,라라치과의원,치과,02-582-7757,"서울특별시 서초구 서초중앙로 109, 2층 (서초동, 광명빌딩 )",09:30~18:30,09:30~13:30,-,-,37.4916071,127.0137792
2146,윤한의원,한의원,02-838-1070,서울특별시 구로구 구로동로28길 87 (구로동),10:00~18:00,-,-,-,37.4916563,126.8887141
5937,연세티스치과의원,치과,02-557-7528,"서울특별시 강남구 강남대로66길 6, 4층 (역삼동)",10:00~19:00,10:00~14:00,-,-,37.4916632,127.0314779
15561,일원연세내과의원,의원,02-3412-8222,"서울특별시 강남구 양재대로55길 13, 2층 (일원동, 조이빌딩)",09:00~18:30,09:00~14:00,-,-,37.4916986,127.0875952
10004,하창윤치과의원,치과,02-3411-1452,"서울특별시 강남구 양재대로55길 13, 2층 (일원동)",09:30~18:30,09:30~16:00,-,-,37.4916986,127.0875952
9738,경희장수한의원,한의원,02-2226-6230,"서울특별시 강남구 양재대로55길 13, E동 3층 302호 (일원동, 조이빌딩)",09:30~18:30,09:30~16:30,-,-,37.4916986,127.0875952
775,예스의원,의원,1577-1680,서울특별시 구로구 구로동로 147 (구로동),09:00~18:00,09:00~15:00,-,-,37.4917058,126.8834261
2286,참좋은내과의원,의원,02-839-0075,"서울특별시 구로구 구로동로 147, MEDI FLOWER 147 3층 (구로동)",09:00~18:00,09:00~14:00,-,-,37.4917058,126.8834261
5324,한현언성형외과의원,의원,02-841-6046,서울특별시 동작구 시흥대로 676 (신대방동),10:00~18:00,10:00~15:00,10:00~15:00,10:00~15:00,37.4917189,126.9091821
15799,최영상의학과가정의학과의원,의원,02-841-6046,"서울특별시 동작구 시흥대로 676, 2,3층 (신대방동, 창성빌딩)",09:00~18:00,09:00~13:00,-,-,37.4917189,126.9091821
5763,참좋은이비인후과의원,의원,02-572-7533,"서울특별시 강남구 도곡로 184, 304호 (도곡동, 신호빌딩)",09:00~19:00,09:00~14:00,-,-,37.4917194,127.0397626
12480,우리서울치과의원,치과,02-579-2813,서울특별시 강남구 도곡로 184,10:00~18:00,10:00~16:00,-,-,37.4917194,127.0397626
10340,자선당한의원,한의원,02-572-2888,"서울특별시 강남구 도곡로 184 (도곡동, 신호빌딩 204호)",09:30~19:00,09:30~16:00,-,09:30~16:00,37.4917194,127.0397626
7805,김종하치과의원,치과,02-2685-4872,"서울특별시 구로구 개봉로 67, (개봉동)",09:30~17:30,09:30~12:30,-,-,37.4917621,126.8556404
2120,다사랑한의원,한의원,02-2619-1075,"서울특별시 구로구 개봉로 67, 2층 (개봉동)",09:30~19:00,09:30~14:00,-,-,37.4917621,126.8556404
7803,임순모치과의원,치과,02-2613-8903,"서울특별시 구로구 개봉로 68, (개봉동)",10:00~18:00,10:00~13:00,-,-,37.4917786,126.8562713
2258,실로암한의원,한의원,02-2683-2037,"서울특별시 구로구 개봉로 68, 2층 (개봉동)",09:30~18:30,09:30~13:00,-,-,37.4917786,126.8562713
853,미래신경과의원,의원,02-2043-8275,"서울특별시 송파구 중대로 80 (문정동, LG문정프라자 3층)",09:00~19:00,09:00~15:00,-,-,37.4917789,127.117881
1079,이길주피부과의원,의원,02-430-6692,서울특별시 송파구 중대로 80,09:30~18:30,09:30~14:30,-,-,37.4917789,127.117881
1409,김선미신경정신과의원,의원,02-408-0711,"서울특별시 송파구 중대로 80 (문정동, 엘지트윈리젠시 3층)",10:00~19:00,10:00~15:00,-,-,37.4917789,127.117881
1978,고운맘소아청소년과의원,의원,02-409-5275,"서울특별시 송파구 중대로 80 (문정동, LG문정프라자 3층)",09:30~18:00,09:30~14:00,-,-,37.4917789,127.117881
11746,빛샘가정의학과의원,의원,02-430-7530,서울특별시 송파구 중대로 80,09:00~18:30,09:00~15:00,-,-,37.4917789,127.117881
14821,새롬이비인후과의원,의원,02-2043-5075,"서울특별시 송파구 중대로 80 (문정동, LG문정프라자 3층)",09:30~18:00,09:30~15:00,-,-,37.4917789,127.117881
8443,이편한치과의원,치과,02-448-8804,서울특별시 송파구 중대로 80,10:00~19:00,10:00~15:00,-,-,37.4917789,127.117881
436,청정한의원,한의원,02-2043-7575,"서울특별시 송파구 중대로 80, LG마트동 3층 (문정동)",10:00~18:00,10:00~16:00,-,-,37.4917789,127.117881
1832,김두순정형외과의원,의원,02-588-6560,"서울특별시 서초구 사임당로 143, 2층 (서초동, 폭스타운)",09:00~18:30,09:00~14:00,-,-,37.4918308,127.0252409
2363,구로연세의원,의원,02-858-7776,"서울특별시 구로구 구로중앙로 16, 2,3층 (구로동)",09:00~19:00,09:00~16:00,09:00~12:30,09:00~12:30,37.4918395,126.8920543
2571,골드만비뇨기과의원,의원,02-556-7533,"서울특별시 강남구 강남대로 320, 8층 (역삼동)",10:00~19:00,09:00~16:00,-,-,37.4918637,127.0310587
15449,의료법인중앙의료재단메디넷영동의원,의원,02-501-0346,"서울특별시 강남구 강남대로 320 (역삼동, 황화빌딩)",08:30~18:00,08:00~12:00,-,-,37.4918637,127.0310587
3668,서울아트치과의원,치과,02-562-3528,"서울특별시 강남구 강남대로 320, 3층 (역삼동, 황화빌딩)",10:00~19:00,10:00~14:00,-,-,37.4918637,127.0310587
15450,의료법인중앙의료재단메디넷치과의원,치과,02-501-0346,"서울특별시 강남구 강남대로 320, 2층 (역삼동, 황화빌딩)",08:30~17:30,08:00~12:00,-,-,37.4918637,127.0310587
14247,길흉부외과의원,의원,02-523-9125,"서울특별시 서초구 서초중앙로 113, 5층 (서초동, 영한빌딩)",09:00~18:00,09:00~14:00,-,-,37.4918796,127.0137432
14363,나무산부인과의원,의원,02-6265-6000,"서울특별시 서초구 서초중앙로 113, 7층 (서초동, 영한빌딩)",10:00~20:00,09:30~14:00,-,-,37.4918796,127.0137432
7754,장호준의원,의원,02-830-8575,"서울특별시 구로구 구일로4길 30, 2층 (구로동)",09:00~18:00,09:00~13:00,-,-,37.4918799,126.8764498
11255,김현정이비인후과의원,의원,02-853-7360,서울특별시 구로구 구일로4길 30,09:00~18:00,09:00~15:00,-,-,37.4918799,126.8764498
10254,연세한결치과의원,치과,02-869-6928,"서울특별시 구로구 구일로4길 30, 201호 (구로동)",09:00~18:00,09:00~14:00,-,-,37.4918799,126.8764498
13389,금강한의원,한의원,02-835-0119,서울특별시 영등포구 디지털로53길 14-1 (대림동),09:30~18:30,09:30~15:00,-,-,37.491911,126.9005496
2066,참내과의원,의원,02-430-9168,"서울특별시 송파구 동남로 141, 2층 (가락동, 옥산빌딩)",08:30~18:00,08:30~14:00,-,-,37.4919205,127.1262849
13053,최혜진이비인후과의원,의원,02-400-0744,서울특별시 송파구 동남로 141,09:00~18:30,09:00~13:00,-,-,37.4919205,127.1262849
15424,윤스피부과의원,의원,02-407-1227,"서울특별시 송파구 동남로 141, 3층 (가락동, 옥산빌딩)",10:00~20:00,10:00~15:30,-,-,37.4919205,127.1262849
13295,화인치과의원,치과,02-448-7600,서울특별시 송파구 동남로 141,09:30~18:00,09:30~13:00,-,-,37.4919205,127.1262849
8901,사과나무한의원,한의원,02-406-8010,"서울특별시 송파구 동남로 141, 4층 (가락동, 옥산빌딩)",09:30~19:00,09:30~16:00,-,-,37.4919205,127.1262849
6985,거국한의원,한의원,02-888-9525,"서울특별시 서초구 사임당로 137, 301호 (서초동, 신동아1차상가)",09:30~19:00,09:30~16:30,-,-,37.4919377,127.0239374
12669,이승남강남베스트의원,의원,02-592-4560,서울특별시 서초구 서초대로 250,09:00~18:00,09:00~13:00,-,-,37.4919767,127.0091827
3088,연세곰돌이소아청소년과의원,의원,02-596-4585,"서울특별시 서초구 방배로 211, 4,5층 (방배동, SM빌딩)",09:00~20:30,09:00~16:30,09:00~16:30,09:00~16:30,37.4919938,126.9906411
2343,박석준성모내과의원,의원,02-832-7582,"서울특별시 영등포구 시흥대로 675, 2층 (대림동, 삼성YJ그랜드빌딩)",08:30~18:00,08:30~13:00,-,-,37.4920324,126.9084918
14736,베스트산부인과의원,의원,02-836-2233,"서울특별시 영등포구 시흥대로 675, 3층 303호 (대림동, 삼성YJ그랜드빌딩)",09:00~18:00,09:00~13:00,-,-,37.4920324,126.9084918
5873,이우주치과의원,치과,02-848-2875,서울특별시 영등포구 시흥대로 675,10:00~19:00,10:00~14:00,-,-,37.4920324,126.9084918
8710,오승한의원,한의원,02-534-2133,"서울특별시 서초구 서초대로23길 112, 2층 (방배동)",09:30~18:00,09:30~15:00,-,-,37.4920359,126.9900905
326,개봉웰치과의원,치과,02-2684-2804,서울특별시 구로구 개봉로 72 (개봉동),09:30~18:30,09:30~13:00,-,-,37.4920426,126.8563002
2116,김진수한의원,한의원,02-2616-7975,"서울특별시 구로구 개봉로 72, 2층 (개봉동)",09:30~19:00,09:30~17:00,-,-,37.4920426,126.8563002
3191,연세가정의원,의원,02-883-7575,"서울특별시 관악구 관악로40길 47, 1동 409호 (봉천동, 현대상가)",09:00~18:30,09:00~14:00,-,09:00~12:00,37.4920484,126.9588916
6086,청림경희한의원,한의원,02-885-9400,"서울특별시 관악구 관악로40길 47, 현대상가 3층 307호 (봉천동)",09:00~19:00,09:00~14:00,-,09:00~14:00,37.4920484,126.9588916
13133,프라임치과의원,치과,02-3474-2275,서울특별시 서초구 서초중앙로 115,10:00~18:30,10:00~13:00,-,-,37.4920489,127.0135987
828,고려대학교의과대학부속구로의원,종합병원,02-2626-1114,"서울특별시 구로구 구로동로 148, 고려대부속구로의원 (구로동)",09:00~17:30,09:00~12:00,-,-,37.492052,126.8848701
11130,권혁철소아과의원,의원,02-847-2083,서울특별시 동작구 여의대방로 22,09:00~18:00,09:00~13:00,-,-,37.4920816,126.9115326
8105,서울선치과의원,치과,02-844-2496,서울특별시 동작구 여의대방로 22 2층 (우성쇼핑센타),09:30~18:30,09:30~13:00,-,-,37.4920816,126.9115326
12957,중앙탑의원,의원,02-459-6688,서울특별시 강남구 광평로51길 49,09:00~19:00,09:00~14:00,-,-,37.4920952,127.1008768
14324,김종삼치과의원,치과,02-556-3204,"서울특별시 강남구 도곡로 181, 2층 (역삼동)",09:30~18:30,09:30~13:00,-,-,37.4921011,127.0390485
2691,로고스한의원,한의원,02-599-5075,"서울특별시 서초구 동광로15길 3, 1층 (방배동)",09:30~20:00,09:30~14:00,-,-,37.4921012,126.9882228
654,별소아청소년과의원,의원,02-2066-1611,"서울특별시 구로구 개봉로 71, 강서프라자 2층 (개봉동)",09:00~19:00,09:00~16:00,-,-,37.4921014,126.855623
10000,열린치과의원,치과,02-2682-2876,"서울특별시 구로구 개봉로 71, 5층 (개봉동, 강서프라자)",09:30~18:30,09:30~13:00,-,-,37.4921014,126.855623
8854,은하수한의원,한의원,02-424-2222,"서울특별시 송파구 동남로 147 (가락동,수동빌딩 2층)",09:30~19:00,10:00~17:00,-,-,37.492136,127.1269296
11615,박우형안과의원,의원,02-3472-4044,서울특별시 서초구 사임당로 151,09:30~18:00,09:30~13:00,-,-,37.4921558,127.02578
13055,최희승내과의원,의원,02-3473-2761,서울특별시 서초구 사임당로 151,09:30~18:00,09:30~13:00,-,-,37.4921558,127.02578
13301,황인준치과의원,치과,02-3474-1485,서울특별시 서초구 사임당로 151,10:00~18:00,10:00~16:00,-,-,37.4921558,127.02578
10568,곽한의원,한의원,02-3471-9801,"서울특별시 서초구 사임당로 151, 3층 (서초동, 무지개종합상가)",10:00~19:00,10:00~16:00,-,-,37.4921558,127.02578
4534,프라임여성의원,의원,02-3288-3375,"서울특별시 강남구 남부순환로 2909, 여천빌딩 604호 (대치동)",09:00~19:00,09:00~14:00,-,-,37.4921809,127.0573969
5777,예미원피부과의원,의원,02-555-7277,서울특별시 강남구 남부순환로 2909,09:30~21:00,09:30~18:00,-,-,37.4921809,127.0573969
5422,웃는내일치과교정과치과의원,치과,02-2051-2828,"서울특별시 강남구 남부순환로 2909, 3층 (대치동)",10:00~18:30,09:00~16:30,-,-,37.4921809,127.0573969
6811,이솝한방의원,한의원,02-3444-3588,"서울특별시 강남구 남부순환로 2909, 503~505호, 508~509호 (대치동, 여천빌딩)",09:00~17:30,09:00~16:00,09:00~16:00,-,37.4921809,127.0573969
11366,대치가원한의원,한의원,02-555-1015,서울특별시 강남구 남부순환로 2909,10:00~18:00,10:00~16:00,-,-,37.4921809,127.0573969
11393,동산권중진한의원,한의원,02-555-7243,서울특별시 강남구 남부순환로 2909,09:00~19:00,09:00~17:00,-,-,37.4921809,127.0573969
9904,인선한의원,한의원,02-599-9366,서울특별시 서초구 방배중앙로21길 60-6 (방배동),10:00~17:00,-,-,10:00~13:00,37.4921963,126.9834455
15337,우리들치과의원,치과,02-836-5080,서울특별시 영등포구 대림로19길 14 (대림동),10:00~19:00,10:00~15:00,-,-,37.4922321,126.9002793
11248,김태영치과의원,치과,02-568-0605,서울특별시 강남구 도곡로 183,09:30~18:30,09:30~13:00,-,-,37.4922439,127.0394199
410,연세다솜치과의원,치과,02-2682-2872,서울특별시 구로구 부일로 855 (온수동),09:30~18:30,09:30~14:00,-,-,37.4922518,126.8220073
9066,모정한의원,한의원,02-847-7572,서울특별시 동작구 여의대방로 2 (신대방동),09:30~19:00,09:30~15:00,-,-,37.4922691,126.9099782
9704,수미르한의원,한의원,02-535-1079,"서울특별시 서초구 서초중앙로 117, 훈민타워 3층 (서초동)",11:00~21:00,10:00~15:00,-,-,37.4922728,127.0136729
12726,이지브레인의원,의원,02-583-9080,서울특별시 서초구 사임당로 174,09:00~19:00,09:00~15:00,-,-,37.4923205,127.0286661
13535,건재활의학과의원,의원,02-581-5959,"서울특별시 서초구 사임당로 174, 303~305호 (서초동, 강남미래타워)",09:00~20:00,09:00~15:00,-,-,37.4923205,127.0286661
12965,지앤미치과의원,치과,02-587-2275,서울특별시 서초구 사임당로 174,10:00~18:00,10:00~14:00,-,-,37.4923205,127.0286661
9731,씨앤씨한의원,한의원,070-8683-7781,"서울특별시 서초구 사임당로 174, 403호 (서초동, 강남미래타워)",09:30~18:00,09:30~16:00,-,-,37.4923205,127.0286661
6791,문성당한의원,한의원,02-847-5581,서울특별시 영등포구 디지털로53길 22 (대림동),09:30~18:30,09:30~16:00,-,-,37.4923414,126.9001589
10122,오라한의원,한의원,02-569-7900,"서울특별시 강남구 삼성로 151 (대치동, 선경상가 207호)",10:00~19:00,10:00~15:00,-,-,37.4923541,127.06186
